Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
4bit-gptq-exllama-v2-fa2,EleutherAI/gpt-j-6b,0.297,0.2591897583007812,3.857,52881.416,4531.242,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTJForCausalLM,16.627,40.1,6
4bit-gptq-exllama-v1-fa2,EleutherAI/gpt-j-6b,0.297,0.2589972534179687,3.86,52843.477,4531.242,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTJForCausalLM,16.616,40.1,6
4bit-gptq-exllama-v1-eager,EleutherAI/gpt-j-6b,0.29,0.2501304016113281,3.997,53818.336,4531.243,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTJForCausalLM,16.049,40.1,6
4bit-gptq-exllama-v2-eager,EleutherAI/gpt-j-6b,0.29,0.2501427154541015,3.997,53872.819,4531.243,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTJForCausalLM,16.051,40.1,6
8bit-bnb-fa2,EleutherAI/gpt-j-6b,0.101,0.1008742370605468,9.834,239829.326,6915.579,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTJForCausalLM,6.464,40.1,6
8bit-bnb-eager,EleutherAI/gpt-j-6b,0.097,0.0966052169799804,10.451,256173.995,6909.737,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTJForCausalLM,6.128,40.1,6
4bit-bnb-fa2,EleutherAI/gpt-j-6b,0.291,0.0706979827880859,14.355,329576.815,4430.536,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTJForCausalLM,4.692,40.1,6
4bit-bnb-eager,EleutherAI/gpt-j-6b,0.284,0.0600555534362792,16.694,375454.824,4430.536,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTJForCausalLM,4.043,40.1,6
float16-fa2,EleutherAI/gpt-j-6b,0.092,0.0446115837097167,22.367,355179.018,12548.118,pytorch,float16,Unquantized,FAv2,No Kernel,GPTJForCausalLM,2.903,40.1,6
bfloat16-fa2,EleutherAI/gpt-j-6b,0.083,0.0446638069152832,22.372,360653.787,12548.118,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTJForCausalLM,2.899,40.1,6
bfloat16-eager,EleutherAI/gpt-j-6b,0.076,0.03544575881958,28.192,414466.318,12543.514,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTJForCausalLM,2.309,40.1,6
float16-eager,EleutherAI/gpt-j-6b,0.084,0.0353986549377441,28.234,410101.861,12543.514,pytorch,float16,Unquantized,Eager,No Kernel,GPTJForCausalLM,2.315,40.1,6
4bit-awq-gemm-eager,facebook/opt-13b,1.073,1.0094981079101562,0.99,13517.476,8556.583,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,OPTForCausalLM,64.678,40.06,13
4bit-awq-gemm-fa2,facebook/opt-13b,1.064,1.0029219970703125,0.997,13542.711,8556.643,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,OPTForCausalLM,64.249,40.06,13
4bit-gptq-exllama-v1-eager,facebook/opt-13b,0.599,0.5367357177734375,1.863,24628.056,8144.463,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,OPTForCausalLM,34.415,40.06,13
4bit-gptq-exllama-v2-eager,facebook/opt-13b,0.599,0.5367398681640625,1.863,24633.518,8144.463,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,OPTForCausalLM,34.415,40.06,13
4bit-gptq-exllama-v1-fa2,facebook/opt-13b,0.589,0.529227783203125,1.89,24968.439,8144.421,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,OPTForCausalLM,33.931,40.06,13
4bit-gptq-exllama-v2-fa2,facebook/opt-13b,0.589,0.529217529296875,1.89,25035.227,8144.421,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,OPTForCausalLM,33.931,40.06,13
8bit-bnb-eager,facebook/opt-13b,0.117,0.1154447326660156,8.764,206768.58,13822.812,pytorch,float16,BnB.8bit,Eager,No Kernel,OPTForCausalLM,7.34,40.06,13
8bit-bnb-fa2,facebook/opt-13b,0.108,0.1080053787231445,9.213,209512.421,13833.288,pytorch,float16,BnB.8bit,FAv2,No Kernel,OPTForCausalLM,6.966,40.06,13
4bit-bnb-eager,facebook/opt-13b,0.564,0.0660100784301757,14.994,270925.866,7922.799,pytorch,float16,BnB.4bit,Eager,No Kernel,OPTForCausalLM,4.764,40.06,13
4bit-bnb-fa2,facebook/opt-13b,0.552,0.0612976646423339,16.156,282601.21,7922.668,pytorch,float16,BnB.4bit,FAv2,No Kernel,OPTForCausalLM,4.436,40.06,13
4bit-awq-gemm-eager,Salesforce/codegen-6B-nl,0.591,0.5417257080078125,1.846,25647.652,5405.644,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,CodeGenForCausalLM,34.721,40.0,6
4bit-gptq-exllama-v1-eager,Salesforce/codegen-6B-nl,0.342,0.2926499938964844,3.417,44885.094,5143.594,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,CodeGenForCausalLM,18.781,40.0,6
4bit-gptq-exllama-v2-eager,Salesforce/codegen-6B-nl,0.342,0.2924625854492187,3.419,44860.442,5143.594,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,CodeGenForCausalLM,18.769,40.0,6
8bit-bnb-eager,Salesforce/codegen-6B-nl,0.092,0.0868392944335937,11.45,263380.311,8005.189,pytorch,float16,BnB.8bit,Eager,No Kernel,CodeGenForCausalLM,5.594,40.0,6
4bit-bnb-eager,Salesforce/codegen-6B-nl,0.332,0.0600698890686035,16.47,339033.442,5007.212,pytorch,float16,BnB.4bit,Eager,No Kernel,CodeGenForCausalLM,4.164,40.0,6
bfloat16-eager,Salesforce/codegen-6B-nl,0.089,0.0410767364501953,24.313,376853.661,14645.241,pytorch,bfloat16,Unquantized,Eager,No Kernel,CodeGenForCausalLM,2.677,40.0,6
float16-eager,Salesforce/codegen-6B-nl,0.099,0.0410306549072265,24.351,370542.14,14645.241,pytorch,float16,Unquantized,Eager,No Kernel,CodeGenForCausalLM,2.684,40.0,6
4bit-awq-gemm-eager,facebook/opt-6.7b,0.569,0.53097265625,1.883,26067.833,4726.28,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,OPTForCausalLM,34.024,39.08,6
4bit-awq-gemm-fa2,facebook/opt-6.7b,0.562,0.5258792724609375,1.901,26187.175,4726.279,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,OPTForCausalLM,33.692,39.08,6
4bit-gptq-exllama-v1-eager,facebook/opt-6.7b,0.317,0.2808442993164062,3.56,47728.733,4463.185,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,OPTForCausalLM,18.012,39.08,6
4bit-gptq-exllama-v2-eager,facebook/opt-6.7b,0.317,0.2808596496582031,3.56,47841.335,4463.185,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,OPTForCausalLM,18.014,39.08,6
4bit-gptq-exllama-v1-fa2,facebook/opt-6.7b,0.31,0.2748590087890625,3.638,48301.858,4463.184,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,OPTForCausalLM,17.626,39.08,6
4bit-gptq-exllama-v2-fa2,facebook/opt-6.7b,0.31,0.274830322265625,3.638,48300.125,4463.184,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,OPTForCausalLM,17.625,39.08,6
8bit-bnb-eager,facebook/opt-6.7b,0.092,0.0891207962036132,11.163,260404.165,7223.648,pytorch,float16,BnB.8bit,Eager,No Kernel,OPTForCausalLM,5.733,39.08,6
8bit-bnb-fa2,facebook/opt-6.7b,0.085,0.0845721588134765,11.745,269295.914,7224.156,pytorch,float16,BnB.8bit,FAv2,No Kernel,OPTForCausalLM,5.443,39.08,6
4bit-bnb-eager,facebook/opt-6.7b,0.326,0.05310054397583,18.548,386599.484,4334.81,pytorch,float16,BnB.4bit,Eager,No Kernel,OPTForCausalLM,3.718,39.08,6
4bit-bnb-fa2,facebook/opt-6.7b,0.316,0.0503316497802734,19.852,411375.942,4334.679,pytorch,float16,BnB.4bit,FAv2,No Kernel,OPTForCausalLM,3.501,39.08,6
float16-eager,facebook/opt-6.7b,0.09,0.0348907508850097,28.629,409509.208,13661.26,pytorch,float16,Unquantized,Eager,No Kernel,OPTForCausalLM,2.288,39.08,6
bfloat16-eager,facebook/opt-6.7b,0.072,0.0344043502807617,29.047,419448.967,13661.26,pytorch,bfloat16,Unquantized,Eager,No Kernel,OPTForCausalLM,2.241,39.08,6
float16-fa2,facebook/opt-6.7b,0.085,0.0315453433990478,31.695,430922.789,13661.255,pytorch,float16,Unquantized,FAv2,No Kernel,OPTForCausalLM,2.072,39.08,6
bfloat16-fa2,facebook/opt-6.7b,0.067,0.0315381755828857,31.706,439924.696,13661.255,pytorch,bfloat16,Unquantized,FAv2,No Kernel,OPTForCausalLM,2.054,39.08,6
4bit-awq-gemm-eager,EleutherAI/pythia-12b,0.957,0.901496826171875,1.109,14923.186,8872.967,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,57.753,38.82,12
4bit-awq-gemm-fa2,EleutherAI/pythia-12b,0.947,0.8956805419921875,1.116,15013.005,8872.966,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,57.377,38.82,12
4bit-gptq-exllama-v1-eager,EleutherAI/pythia-12b,0.539,0.4847523803710937,2.063,26238.497,8459.203,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,31.078,38.82,12
4bit-gptq-exllama-v2-eager,EleutherAI/pythia-12b,0.539,0.48471142578125,2.063,26230.947,8459.203,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,31.074,38.82,12
4bit-gptq-exllama-v1-fa2,EleutherAI/pythia-12b,0.528,0.4777646179199218,2.093,26308.636,8459.212,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,30.625,38.82,12
4bit-gptq-exllama-v2-fa2,EleutherAI/pythia-12b,0.528,0.4778260498046875,2.093,26276.115,8459.212,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoXForCausalLM,30.628,38.82,12
8bit-bnb-eager,EleutherAI/pythia-12b,0.105,0.0851988449096679,11.543,253383.72,13413.403,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,5.483,38.82,12
8bit-bnb-fa2,EleutherAI/pythia-12b,0.084,0.0839546890258789,11.972,264917.778,13415.798,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,5.34,38.82,12
4bit-bnb-eager,EleutherAI/pythia-12b,0.52,0.056741886138916,17.4,299942.936,8235.73,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,4.112,38.82,12
4bit-bnb-fa2,EleutherAI/pythia-12b,0.507,0.0529121284484863,18.848,313605.972,8236.778,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,3.848,38.82,12
4bit-awq-gemm-fa2,Qwen/Qwen1.5-0.5B,0.087,0.08542822265625,11.644,248978.616,942.608,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Qwen2ForCausalLM,5.489,38.62,0
4bit-awq-gemm-eager,Qwen/Qwen1.5-0.5B,0.088,0.0867522583007812,11.648,248134.35,942.608,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Qwen2ForCausalLM,5.539,38.62,0
4bit-awq-gemm-sdpa,Qwen/Qwen1.5-0.5B,0.087,0.0862248992919921,11.67,255601.447,942.608,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,Qwen2ForCausalLM,5.478,38.62,0
8bit-bnb-eager,Qwen/Qwen1.5-0.5B,0.085,0.0841533432006836,11.894,329987.451,1096.74,pytorch,float16,BnB.8bit,Eager,No Kernel,Qwen2ForCausalLM,5.386,38.62,0
8bit-bnb-fa2,Qwen/Qwen1.5-0.5B,0.084,0.0831918106079101,11.94,328549.227,1096.74,pytorch,float16,BnB.8bit,FAv2,No Kernel,Qwen2ForCausalLM,5.356,38.62,0
8bit-bnb-sdpa,Qwen/Qwen1.5-0.5B,0.083,0.0808345565795898,12.264,341867.305,1096.74,pytorch,float16,BnB.8bit,SDPA,No Kernel,Qwen2ForCausalLM,5.214,38.62,0
4bit-gptq-exllama-v1-fa2,Qwen/Qwen1.5-0.5B,0.052,0.0517611503601074,19.432,422883.161,943.923,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Qwen2ForCausalLM,3.307,38.62,0
4bit-gptq-exllama-v2-fa2,Qwen/Qwen1.5-0.5B,0.052,0.0513607025146484,19.593,421181.58,943.923,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Qwen2ForCausalLM,3.287,38.62,0
4bit-gptq-exllama-v1-eager,Qwen/Qwen1.5-0.5B,0.053,0.0507351036071777,19.869,427708.119,943.923,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Qwen2ForCausalLM,3.237,38.62,0
4bit-bnb-fa2,Qwen/Qwen1.5-0.5B,0.062,0.0491397438049316,20.126,556126.129,943.535,pytorch,float16,BnB.4bit,FAv2,No Kernel,Qwen2ForCausalLM,3.185,38.62,0
4bit-bnb-eager,Qwen/Qwen1.5-0.5B,0.064,0.0492820472717285,20.145,541821.104,943.535,pytorch,float16,BnB.4bit,Eager,No Kernel,Qwen2ForCausalLM,3.194,38.62,0
4bit-gptq-exllama-v2-eager,Qwen/Qwen1.5-0.5B,0.052,0.0494233589172363,20.197,429446.264,943.923,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Qwen2ForCausalLM,3.176,38.62,0
4bit-gptq-exllama-v1-sdpa,Qwen/Qwen1.5-0.5B,0.05,0.0489953269958496,20.583,445335.754,943.923,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,Qwen2ForCausalLM,3.124,38.62,0
4bit-gptq-exllama-v2-sdpa,Qwen/Qwen1.5-0.5B,0.05,0.048408576965332,20.776,436390.806,943.923,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,Qwen2ForCausalLM,3.087,38.62,0
4bit-bnb-sdpa,Qwen/Qwen1.5-0.5B,0.06,0.0467988471984863,21.127,576845.673,943.535,pytorch,float16,BnB.4bit,SDPA,No Kernel,Qwen2ForCausalLM,3.016,38.62,0
bfloat16-eager,Qwen/Qwen1.5-0.5B,0.023,0.0209909763336181,46.792,1226610.851,1426.272,pytorch,bfloat16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.354,38.62,0
float16-fa2,Qwen/Qwen1.5-0.5B,0.022,0.0211701755523681,47.001,1209848.443,1426.272,pytorch,float16,Unquantized,FAv2,No Kernel,Qwen2ForCausalLM,1.35,38.62,0
bfloat16-fa2,Qwen/Qwen1.5-0.5B,0.022,0.0211220474243164,47.15,1203867.471,1426.272,pytorch,bfloat16,Unquantized,FAv2,No Kernel,Qwen2ForCausalLM,1.356,38.62,0
float16-eager,Qwen/Qwen1.5-0.5B,0.022,0.0207196159362792,48.046,1230570.398,1426.272,pytorch,float16,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.332,38.62,0
float16-sdpa,Qwen/Qwen1.5-0.5B,0.021,0.0206264324188232,48.691,1306721.098,1426.272,pytorch,float16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.32,38.62,0
float32-eager,Qwen/Qwen1.5-0.5B,0.024,0.0203458557128906,48.966,1141689.785,2600.839,pytorch,float32,Unquantized,Eager,No Kernel,Qwen2ForCausalLM,1.311,38.62,0
float32-sdpa,Qwen/Qwen1.5-0.5B,0.023,0.0193003520965576,52.204,1188028.759,2600.839,pytorch,float32,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.23,38.62,0
bfloat16-sdpa,Qwen/Qwen1.5-0.5B,0.02,0.0189276790618896,52.527,1343812.508,1426.272,pytorch,bfloat16,Unquantized,SDPA,No Kernel,Qwen2ForCausalLM,1.214,38.62,0
4bit-awq-gemm-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.242,0.2204876861572265,4.534,63393.065,2632.492,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,14.135,38.54,3
4bit-awq-gemm-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.233,0.2150584259033203,4.649,63057.412,2632.491,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,13.783,38.54,3
4bit-gptq-exllama-v2-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.138,0.1188587493896484,8.411,113209.983,2525.752,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,7.628,38.54,3
4bit-gptq-exllama-v1-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.138,0.1187809295654296,8.416,116618.829,2525.752,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,7.623,38.54,3
4bit-gptq-exllama-v2-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.129,0.1126082534790039,8.88,115283.427,2525.751,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoXForCausalLM,7.223,38.54,3
4bit-gptq-exllama-v1-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.129,0.112574462890625,8.882,115286.574,2525.751,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,7.222,38.54,3
8bit-bnb-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.077,0.0753674240112304,13.175,341058.926,3664.589,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,4.84,38.54,3
8bit-bnb-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.072,0.0719769592285156,13.821,357732.022,3663.499,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,4.614,38.54,3
4bit-bnb-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.148,0.0507249298095703,19.543,461225.422,2391.641,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,3.367,38.54,3
4bit-bnb-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.136,0.0464261131286621,21.315,507159.796,2391.641,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,3.081,38.54,3
float32-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.101,0.0301803512573242,33.071,521856.488,11913.601,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,2.005,38.54,3
float16-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.044,0.0271288967132568,37.12,672914.56,6148.784,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.746,38.54,3
bfloat16-eager,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.04,0.0265594882965087,37.555,668148.683,6148.784,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.716,38.54,3
float16-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.036,0.0227010555267333,43.539,733570.271,6150.076,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.469,38.54,3
bfloat16-fa2,togethercomputer/RedPajama-INCITE-Base-3B-v1,0.032,0.0228719997406005,43.798,747821.423,6150.076,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.472,38.54,3
4bit-awq-gemm-eager,EleutherAI/pythia-6.7b,0.565,0.5250816040039062,1.904,26112.721,5503.949,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Unknown,33.645,38.06,6
4bit-awq-gemm-fa2,EleutherAI/pythia-6.7b,0.557,0.519362548828125,1.925,26211.312,5503.948,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Unknown,33.277,38.06,6
4bit-gptq-exllama-v1-eager,EleutherAI/pythia-6.7b,0.322,0.2821273498535156,3.544,45803.523,5239.773,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Unknown,18.099,38.06,6
4bit-gptq-exllama-v2-eager,EleutherAI/pythia-6.7b,0.322,0.2819645385742187,3.546,45570.732,5239.773,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Unknown,18.088,38.06,6
4bit-gptq-exllama-v1-fa2,EleutherAI/pythia-6.7b,0.313,0.2758819580078125,3.624,46092.627,5239.772,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Unknown,17.696,38.06,6
4bit-gptq-exllama-v2-fa2,EleutherAI/pythia-6.7b,0.313,0.2759075927734375,3.624,46202.262,5239.772,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Unknown,17.698,38.06,6
8bit-bnb-eager,EleutherAI/pythia-6.7b,0.081,0.0764231643676757,13.013,298931.287,8000.245,pytorch,float16,BnB.8bit,Eager,No Kernel,Unknown,4.922,38.06,6
8bit-bnb-fa2,EleutherAI/pythia-6.7b,0.072,0.0719616012573242,13.828,307510.5,8002.259,pytorch,float16,BnB.8bit,FAv2,No Kernel,Unknown,4.617,38.06,6
4bit-bnb-eager,EleutherAI/pythia-6.7b,0.316,0.0508600311279296,19.535,390508.969,5084.626,pytorch,float16,BnB.4bit,Eager,No Kernel,Unknown,3.541,38.06,6
4bit-bnb-fa2,EleutherAI/pythia-6.7b,0.305,0.0467077102661132,21.292,411832.868,5084.625,pytorch,float16,BnB.4bit,FAv2,No Kernel,Unknown,3.263,38.06,6
bfloat16-eager,EleutherAI/pythia-6.7b,0.082,0.0378532485961914,26.371,392530.841,14438.898,pytorch,bfloat16,Unquantized,Eager,No Kernel,Unknown,2.469,38.06,6
float16-eager,EleutherAI/pythia-6.7b,0.09,0.0378163185119628,26.425,387677.632,14438.898,pytorch,float16,Unquantized,Eager,No Kernel,Unknown,2.473,38.06,6
bfloat16-fa2,EleutherAI/pythia-6.7b,0.075,0.0342773742675781,29.167,411530.178,14440.977,pytorch,bfloat16,Unquantized,FAv2,No Kernel,Unknown,2.234,38.06,6
float16-fa2,EleutherAI/pythia-6.7b,0.082,0.0342087669372558,29.227,404580.071,14440.977,pytorch,float16,Unquantized,FAv2,No Kernel,Unknown,2.237,38.06,6
4bit-awq-gemm-eager,EleutherAI/pythia-2.7b,0.24,0.2214666290283203,4.514,64477.213,2597.682,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Unknown,14.195,37.09,2
4bit-awq-gemm-fa2,EleutherAI/pythia-2.7b,0.231,0.2157916870117187,4.633,64746.749,2597.681,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Unknown,13.83,37.09,2
4bit-gptq-exllama-v2-eager,EleutherAI/pythia-2.7b,0.137,0.1196779556274414,8.352,112823.595,2494.102,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Unknown,7.678,37.09,2
4bit-gptq-exllama-v1-eager,EleutherAI/pythia-2.7b,0.137,0.1195612182617187,8.36,112461.133,2494.102,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Unknown,7.672,37.09,2
4bit-gptq-exllama-v2-fa2,EleutherAI/pythia-2.7b,0.127,0.1134306564331054,8.813,115434.331,2494.1,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Unknown,7.276,37.09,2
4bit-gptq-exllama-v1-fa2,EleutherAI/pythia-2.7b,0.127,0.1134202880859375,8.815,115227.811,2494.1,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Unknown,7.275,37.09,2
8bit-bnb-eager,EleutherAI/pythia-2.7b,0.077,0.0750263977050781,13.215,341249.885,3631.826,pytorch,float16,BnB.8bit,Eager,No Kernel,Unknown,4.834,37.09,2
8bit-bnb-fa2,EleutherAI/pythia-2.7b,0.071,0.0704880676269531,14.104,357641.059,3632.818,pytorch,float16,BnB.8bit,FAv2,No Kernel,Unknown,4.531,37.09,2
4bit-bnb-eager,EleutherAI/pythia-2.7b,0.148,0.050270206451416,19.763,470931.314,2358.103,pytorch,float16,BnB.4bit,Eager,No Kernel,Unknown,3.338,37.09,2
4bit-bnb-fa2,EleutherAI/pythia-2.7b,0.136,0.0467077102661132,21.157,501704.403,2358.103,pytorch,float16,BnB.4bit,FAv2,No Kernel,Unknown,3.108,37.09,2
float32-eager,EleutherAI/pythia-2.7b,0.1,0.0300574722290039,33.255,516158.427,11881.618,pytorch,float32,Unquantized,Eager,No Kernel,Unknown,1.995,37.09,2
bfloat16-eager,EleutherAI/pythia-2.7b,0.038,0.0269885120391845,37.148,659260.948,6115.764,pytorch,bfloat16,Unquantized,Eager,No Kernel,Unknown,1.739,37.09,2
float16-eager,EleutherAI/pythia-2.7b,0.042,0.0259665927886962,38.022,651479.295,6115.764,pytorch,float16,Unquantized,Eager,No Kernel,Unknown,1.701,37.09,2
float16-fa2,EleutherAI/pythia-2.7b,0.034,0.0213237762451171,46.619,791969.681,6117.057,pytorch,float16,Unquantized,FAv2,No Kernel,Unknown,1.382,37.09,2
bfloat16-fa2,EleutherAI/pythia-2.7b,0.03,0.0211886081695556,47.008,772108.318,6117.057,pytorch,bfloat16,Unquantized,FAv2,No Kernel,Unknown,1.37,37.09,2
4bit-awq-gemm-eager,tiiuae/falcon-rw-1b,0.123,0.1099755554199218,9.088,129434.122,1159.735,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,FalconForCausalLM,7.056,37.07,1
4bit-gptq-exllama-v1-eager,tiiuae/falcon-rw-1b,0.069,0.0558141441345214,17.91,241912.11,1091.597,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,FalconForCausalLM,3.585,37.07,1
4bit-gptq-exllama-v2-eager,tiiuae/falcon-rw-1b,0.069,0.0558079986572265,17.913,241315.156,1091.597,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,FalconForCausalLM,3.585,37.07,1
8bit-bnb-eager,tiiuae/falcon-rw-1b,0.052,0.0514304656982421,19.322,508926.514,1603.518,pytorch,float16,BnB.8bit,Eager,No Kernel,FalconForCausalLM,3.299,37.07,1
4bit-bnb-eager,tiiuae/falcon-rw-1b,0.067,0.0335319023132324,29.119,737810.429,1041.445,pytorch,float16,BnB.4bit,Eager,No Kernel,FalconForCausalLM,2.225,37.07,1
float16-eager,tiiuae/falcon-rw-1b,0.022,0.0166932487487792,60.227,1196663.256,2796.953,pytorch,float16,Unquantized,Eager,No Kernel,FalconForCausalLM,1.069,37.07,1
bfloat16-eager,tiiuae/falcon-rw-1b,0.022,0.0165560321807861,60.525,1184495.281,2796.953,pytorch,bfloat16,Unquantized,Eager,No Kernel,FalconForCausalLM,1.065,37.07,1
float32-eager,tiiuae/falcon-rw-1b,0.049,0.01492684841156,66.409,1057034.964,5560.067,pytorch,float32,Unquantized,Eager,No Kernel,FalconForCausalLM,0.995,37.07,1
4bit-awq-gemm-eager,facebook/opt-2.7b,0.245,0.2265661468505859,4.412,64183.765,2031.983,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,OPTForCausalLM,14.524,36.74,2
